identifier	name	link
VT0008248	mononuclear phagocyte morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008248
VT0000989	Ruffini's corpuscle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000989
VT0000087	capillary morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000087
VT0003886	embryonic epiblast morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003886
VT1000653	lactation duration	http://purl.obolibrary.org/obo/OBA_VT1000653
VT0010641	renal artery morphology	http://purl.obolibrary.org/obo/OBA_VT0010641
VT0010401	ovarian follicle size trait	http://purl.obolibrary.org/obo/OBA_VT0010401
VT0100002	connective tissue trait	http://purl.obolibrary.org/obo/OBA_VT0100002
VT0000788	cerebral cortex morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000788
VT0002262	nasal mucosa goblet cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002262
VT0001931	oogenesis trait	http://purl.obolibrary.org/obo/OBA_VT0001931
VT0015052	surface structure trait	http://purl.obolibrary.org/obo/OBA_VT0015052
VT0002929	bile duct development trait	http://purl.obolibrary.org/obo/OBA_VT0002929
VT0004054	periocular mesenchyme morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004054
VT0000467	esophagus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000467
VT0008193	marginal zone B cell physiology trait	http://purl.obolibrary.org/obo/OBA_VT0008193
VT0000183	blood pressure trait	http://purl.obolibrary.org/obo/OBA_VT0000183
VT0010114	intercostal muscle size trait	http://purl.obolibrary.org/obo/OBA_VT0010114
VT0010468	ventral prostate mass	http://purl.obolibrary.org/obo/OBA_VT0010468
VT0004261	embryonic neuroepithelium morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004261
VT0010095	osteoclast morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010095
VT0010089	shoulder girdle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010089
VT0000461	presacral vertebra quantity	http://purl.obolibrary.org/obo/OBA_VT0000461
VT0000045	hair cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000045
VT0010675	semimembranosus size	http://purl.obolibrary.org/obo/OBA_VT0010675
VT0005098	choroid morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005098
VT0005657	neural plate morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005657
VT0002829	juxtaglomerular apparatus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002829
VT0010005	bone development trait	http://purl.obolibrary.org/obo/OBA_VT0010005
VT0006055	blood vessel endothelial cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006055
VT0004257	placenta mass	http://purl.obolibrary.org/obo/OBA_VT0004257
VT0008240	spleen marginal zone macrophage morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008240
VT0010117	longissimus dorsi size trait	http://purl.obolibrary.org/obo/OBA_VT0010117
VT0001008	sympathetic ganglion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001008
VT0000865	cerebellum vermis size trait	http://purl.obolibrary.org/obo/OBA_VT0000865
VT0004107	thoracic duct morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004107
VT1000640	uterine horn mass	http://purl.obolibrary.org/obo/OBA_VT1000640
VT0000438	skull morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000438
VT0010466	prostate mass	http://purl.obolibrary.org/obo/OBA_VT0010466
VT0005336	inguinal fat pad morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005336
VT2000018	heart muscle contractility trait	http://purl.obolibrary.org/obo/OBA_VT2000018
VT0007003	endocardial cushion thickness	http://purl.obolibrary.org/obo/OBA_VT0007003
VT0001145	male reproductive system morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001145
VT0003933	cementum morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003933
VT0003346	pectoralis muscle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003346
VT0004240	temporalis muscle size trait	http://purl.obolibrary.org/obo/OBA_VT0004240
VT3000004	blood viscosity trait	http://purl.obolibrary.org/obo/OBA_VT3000004
VT0008245	alveolar macrophage morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008245
VT0000024	atrium appendage morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000024
VT0001569	blood bilirubin amount	http://purl.obolibrary.org/obo/OBA_VT0001569
VT0003456	tail size trait	http://purl.obolibrary.org/obo/OBA_VT0003456
VT0000689	spleen morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000689
VT0003792	major salivary gland morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003792
VT0002074	hair texture trait	http://purl.obolibrary.org/obo/OBA_VT0002074
VT0015077	molecule homeostasis trait	http://purl.obolibrary.org/obo/OBA_VT0015077
VT0005184	blood progesterone amount	http://purl.obolibrary.org/obo/OBA_VT0005184
VT0003585	ureter size trait	http://purl.obolibrary.org/obo/OBA_VT0003585
VT0000794	parietal lobe morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000794
VT0002446	macrophage morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002446
VT0004237	pterygoid muscle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004237
VT0002620	monocyte morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002620
VT0006250	line of Schwalbe morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006250
VT0000034	vestibule morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000034
VT0003756	hard palate morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003756
VT0008208	pro-B cell quantity	http://purl.obolibrary.org/obo/OBA_VT0008208
VT0008171	mature B cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008171
VT0003647	oligodendrocyte quantity	http://purl.obolibrary.org/obo/OBA_VT0003647
VT0015005	parametrial fat pad morphology trait	http://purl.obolibrary.org/obo/OBA_VT0015005
VT0003989	barrel cortex morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003989
VT0003871	myelin sheath morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003871
VT0000000	mammary gland secreted fluid morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000000
VT0007041	heart tube orientation trait	http://purl.obolibrary.org/obo/OBA_VT0007041
VT0002581	ileum morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002581
VT0010019	epididymis mass	http://purl.obolibrary.org/obo/OBA_VT0010019
VT0015050	paravertebral ganglion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0015050
VT0002900	urine phosphate amount	http://purl.obolibrary.org/obo/OBA_VT0002900
VT0006257	fungiform papillae morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006257
VT0003729	photoreceptor outer segment morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003729
VT0008522	lymph node germinal center morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008522
VT0006104	tectum morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006104
VT0015000	epididymal fat pad morphology trait	http://purl.obolibrary.org/obo/OBA_VT0015000
VT0004919	positive T cell selection trait	http://purl.obolibrary.org/obo/OBA_VT0004919
VT0002464	basophil physiology trait	http://purl.obolibrary.org/obo/OBA_VT0002464
VT0001102	superior vagus ganglion size trait	http://purl.obolibrary.org/obo/OBA_VT0001102
VT0003955	ultimobranchial body morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003955
VT0005105	auditory ossicle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005105
VT0004275	postnatal subventricular zone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004275
VT0000763	filiform papillae morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000763
VT0002250	hypopharynx morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002250
VT0002068	parental behavior trait	http://purl.obolibrary.org/obo/OBA_VT0002068
VT0003309	modiolus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003309
VT1000223	pectoralis muscle mass	http://purl.obolibrary.org/obo/OBA_VT1000223
VT0003589	ureter physiology trait	http://purl.obolibrary.org/obo/OBA_VT0003589
VT0000100	ethmoid bone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000100
VT0004043	pH regulation trait	http://purl.obolibrary.org/obo/OBA_VT0004043
VT0004074	Schwann cell precursor morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004074
VT0002132	respiratory system morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002132
VT0003691	microglial cell physiology trait	http://purl.obolibrary.org/obo/OBA_VT0003691
VT0002209	germ cell quanitity	http://purl.obolibrary.org/obo/OBA_VT0002209
VT0002907	parturition trait	http://purl.obolibrary.org/obo/OBA_VT0002907
VT0009059	blood interleukin-21 amount	http://purl.obolibrary.org/obo/OBA_VT0009059
VT0005246	orbit morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005246
VT0000841	hindbrain morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000841
VT0003237	lens epithelium morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003237
VT0005248	Harderian gland morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005248
VT0010430	retroperitoneal fat pad mass	http://purl.obolibrary.org/obo/OBA_VT0010430
VT0003877	serotonergic neuron morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003877
VT0005082	epidermis stratum lucidum morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005082
VT0005029	amnion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005029
VT0000556	hindlimb morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000556
VT0003057	epicardium morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003057
VT0008604	blood interleukin-7 amount	http://purl.obolibrary.org/obo/OBA_VT0008604
VT0000132	epiphysis width	http://purl.obolibrary.org/obo/OBA_VT0000132
VT0000240	hematopoiesis location trait	http://purl.obolibrary.org/obo/OBA_VT0000240
VT0005416	blood protein amount	http://purl.obolibrary.org/obo/OBA_VT0005416
VT0000020	left atrium morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000020
VT0003149	tectorial membrane morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003149
VT0010090	pelvic girdle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010090
VT0000126	tooth strength trait	http://purl.obolibrary.org/obo/OBA_VT0000126
VT0002246	frontal sinus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002246
VT0003879	hair cell physiology trait	http://purl.obolibrary.org/obo/OBA_VT0003879
VT0003085	egg cylinder morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003085
VT0010671	tarsometatarsus morphology	http://purl.obolibrary.org/obo/OBA_VT0010671
VT0000588	tail diameter	http://purl.obolibrary.org/obo/OBA_VT0000588
VT0003806	nucleotide metabolism trait	http://purl.obolibrary.org/obo/OBA_VT0003806
VT0008755	immunoglobulin V(D)J recombination trait	http://purl.obolibrary.org/obo/OBA_VT0008755
VT0001444	scala tympani size trait	http://purl.obolibrary.org/obo/OBA_VT0001444
VT0002238	nasal mucosa morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002238
VT0006258	circumvallate papillae morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006258
VT0003843	sagittal suture morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003843
VT0002139	hepatobiliary system physiology trait	http://purl.obolibrary.org/obo/OBA_VT0002139
VT0010003	bone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010003
VT0004373	humerus curvature trait	http://purl.obolibrary.org/obo/OBA_VT0004373
VT0008769	plasmacytoid dendritic cell physiology trait	http://purl.obolibrary.org/obo/OBA_VT0008769
VT0001074	vagus nerve morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001074
VT0010213	jejunum mass	http://purl.obolibrary.org/obo/OBA_VT0010213
VT0003271	duodenum morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003271
VT0001248	connective tissue morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001248
VT0009626	celiac lymph node morphology trait	http://purl.obolibrary.org/obo/OBA_VT0009626
VT0004121	sarcolemma morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004121
VT0003339	pancreatic beta cell quantity	http://purl.obolibrary.org/obo/OBA_VT0003339
VT0003524	labia minora shape trait	http://purl.obolibrary.org/obo/OBA_VT0003524
VT0010449	hindlimb muscle mass	http://purl.obolibrary.org/obo/OBA_VT0010449
VT0000534	ureter morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000534
VT0004452	pterygoid process morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004452
VT0000813	hippocampus layer morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000813
VT0001922	male fertility trait	http://purl.obolibrary.org/obo/OBA_VT0001922
VT0003356	luteinization trait	http://purl.obolibrary.org/obo/OBA_VT0003356
VT0015104	hippocampus pyramidal cell layer morphology trait	http://purl.obolibrary.org/obo/OBA_VT0015104
VT0000631	neuroendocrine gland morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000631
VT0002641	erythrocyte shape trait	http://purl.obolibrary.org/obo/OBA_VT0002641
VT0010129	esophagus mass	http://purl.obolibrary.org/obo/OBA_VT0010129
VT0000643	adrenal central medulla morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000643
VT0003723	long bone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003723
VT0003755	palate morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003755
VT0001096	glossopharyngeal ganglion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001096
VT0003006	hippocampus fornix morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003006
VT0000609	liver physiology trait	http://purl.obolibrary.org/obo/OBA_VT0000609
VT0003857	hindlimb zeugopod morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003857
VT0001142	vaginal opening morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001142
VT0003648	radial glial cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003648
VT3000001	platelet activation trait	http://purl.obolibrary.org/obo/OBA_VT3000001
VT0001087	nodose ganglion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001087
VT0008349	gamma-delta intraepithelial T cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008349
VT0004069	muscle spindle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004069
VT0000449	nasal bridge width	http://purl.obolibrary.org/obo/OBA_VT0000449
VT0002236	internal nares morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002236
VT0008178	germinal center B cell quantity	http://purl.obolibrary.org/obo/OBA_VT0008178
VT0001421	scala media size trait	http://purl.obolibrary.org/obo/OBA_VT0001421
VT0010083	frontal process of maxilla morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010083
VT0000804	occipital lobe morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000804
VT0010389	milk butyrophilin amount	http://purl.obolibrary.org/obo/OBA_VT0010389
VT0008399	alpha-beta intraepithelial T cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008399
VT0002631	epididymis morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002631
VT0000660	lateral prostate size trait	http://purl.obolibrary.org/obo/OBA_VT0000660
VT0002152	brain morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002152
VT0002279	diaphragm morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002279
VT0015001	femoral fat pad morphology trait	http://purl.obolibrary.org/obo/OBA_VT0015001
VT0005327	mesangial cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005327
VT1000574	longissimus dorsi muscle area	http://purl.obolibrary.org/obo/OBA_VT1000574
VT0001097	superior glossopharyngeal ganglion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001097
VT0004466	cochlear outer hair cell length	http://purl.obolibrary.org/obo/OBA_VT0004466
VT0000198	vasoconstriction trait	http://purl.obolibrary.org/obo/OBA_VT0000198
VT0000964	dorsal root ganglion size trait	http://purl.obolibrary.org/obo/OBA_VT0000964
VT0002754	right ventricle size trait	http://purl.obolibrary.org/obo/OBA_VT0002754
VT0003528	vulva size trait	http://purl.obolibrary.org/obo/OBA_VT0003528
VT0000911	trigeminal motor nucleus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000911
VT0003743	facial morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003743
VT0000059	osteoclast development trait	http://purl.obolibrary.org/obo/OBA_VT0000059
VT0000776	inferior colliculus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000776
VT0001879	lymphatic vessel morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001879
VT0100028	nipple diameter	http://purl.obolibrary.org/obo/OBA_VT0100028
VT0100027	nipple shape trait	http://purl.obolibrary.org/obo/OBA_VT0100027
VT0001675	ectoderm development trait	http://purl.obolibrary.org/obo/OBA_VT0001675
VT0003947	cholesterol amount	http://purl.obolibrary.org/obo/OBA_VT0003947
VT0003179	platelet quantity	http://purl.obolibrary.org/obo/OBA_VT0003179
VT0000897	midbrain morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000897
VT0000802	superior temporal gyrus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000802
VT0002102	ear morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002102
VT1000444	adipose androstenone amount	http://purl.obolibrary.org/obo/OBA_VT1000444
VT0001032	peptidergic neuron morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001032
VT0001033	parasympathetic nervous system morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001033
VT0000939	motor neuron quantity	http://purl.obolibrary.org/obo/OBA_VT0000939
VT0000526	kidney pyramid size trait	http://purl.obolibrary.org/obo/OBA_VT0000526
VT0010267	milk whey acidic protein amount	http://purl.obolibrary.org/obo/OBA_VT0010267
VT0005476	blood triiodothyronine amount	http://purl.obolibrary.org/obo/OBA_VT0005476
VT0004387	prechordal plate morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004387
VT0003810	hair cuticle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003810
VT0002703	kidney tubule morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002703
VT0000808	hippocampus development trait	http://purl.obolibrary.org/obo/OBA_VT0000808
VT0008117	Langerhans cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008117
VT0000444	snout shape trait	http://purl.obolibrary.org/obo/OBA_VT0000444
VT1000425	skin mass	http://purl.obolibrary.org/obo/OBA_VT1000425
VT0008096	plasma cell quantity	http://purl.obolibrary.org/obo/OBA_VT0008096
VT0001710	amniotic fold morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001710
VT0003809	hair shaft morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003809
VT0000606	hepatocyte quantity	http://purl.obolibrary.org/obo/OBA_VT0000606
VT0000572	autopod morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000572
VT0000065	medullary cavity morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000065
VT0000245	erythropoiesis trait	http://purl.obolibrary.org/obo/OBA_VT0000245
VT0015070	appendage physiology trait	http://purl.obolibrary.org/obo/OBA_VT0015070
VT4000009	skin layer morphology trait	http://purl.obolibrary.org/obo/OBA_VT4000009
VT0001310	conjunctiva morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001310
VT0003892	gastric gland morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003892
VT0002689	molar morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002689
VT0006033	external auditory canal morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006033
VT0002261	laryngeal mucosa morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002261
VT0003878	ear physiology trait	http://purl.obolibrary.org/obo/OBA_VT0003878
VT0008601	blood interleukin-4 amount	http://purl.obolibrary.org/obo/OBA_VT0008601
VT0007000	heart apex orientation trait	http://purl.obolibrary.org/obo/OBA_VT0007000
VT0000222	neutrophil quantity	http://purl.obolibrary.org/obo/OBA_VT0000222
VT0001243	dermis morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001243
VT1000226	gizzard mass	http://purl.obolibrary.org/obo/OBA_VT1000226
VT0001020	L4 ganglion size trait	http://purl.obolibrary.org/obo/OBA_VT0001020
VT0008607	blood interleukin-13 amount	http://purl.obolibrary.org/obo/OBA_VT0008607
VT0004469	zygomatic arch morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004469
VT0006065	heart orientation trait	http://purl.obolibrary.org/obo/OBA_VT0006065
VT0010467	lateral prostate mass	http://purl.obolibrary.org/obo/OBA_VT0010467
VT0002741	olfactory bulb size trait	http://purl.obolibrary.org/obo/OBA_VT0002741
VT0003690	glia physiology trait	http://purl.obolibrary.org/obo/OBA_VT0003690
VT0003619	urine color	http://purl.obolibrary.org/obo/OBA_VT0003619
VT0000685	immune system morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000685
VT0015110	synapse morphology trait	http://purl.obolibrary.org/obo/OBA_VT0015110
VT0001002	taste bud morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001002
VT0008698	interleukin-4 secretion trait	http://purl.obolibrary.org/obo/OBA_VT0008698
VT0003437	carotid body morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003437
VT1000434	muscle skatole amount	http://purl.obolibrary.org/obo/OBA_VT1000434
VT0002648	enamel delamination trait	http://purl.obolibrary.org/obo/OBA_VT0002648
VT0002111	tail morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002111
VT0008093	memory B cell quantity	http://purl.obolibrary.org/obo/OBA_VT0008093
VT0003656	erythrocyte physiology trait	http://purl.obolibrary.org/obo/OBA_VT0003656
VT0008176	germinal center B cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008176
VT0005310	salivary gland physiology trait	http://purl.obolibrary.org/obo/OBA_VT0005310
VT0003811	hair cortex morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003811
VT0010139	immune response trait	http://purl.obolibrary.org/obo/OBA_VT0010139
VT0004226	canal of Schlemm size trait	http://purl.obolibrary.org/obo/OBA_VT0004226
VT0001065	trigeminal nerve morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001065
VT0015096	equilibrioception system morphology trait	http://purl.obolibrary.org/obo/OBA_VT0015096
VT0010323	milk omega-6 fatty acid amount	http://purl.obolibrary.org/obo/OBA_VT0010323
VT0002693	pancreas gland physiology trait	http://purl.obolibrary.org/obo/OBA_VT0002693
VT1000641	ovary mass	http://purl.obolibrary.org/obo/OBA_VT1000641
VT0000696	Peyer's patch morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000696
VT0003507	ovary physiology trait	http://purl.obolibrary.org/obo/OBA_VT0003507
VT0002504	serotonin activity	http://purl.obolibrary.org/obo/OBA_VT0002504
VT0010194	colon mass	http://purl.obolibrary.org/obo/OBA_VT0010194
VT0002086	extraembryonic tissue morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002086
VT0002280	intercostal muscle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002280
VT0002998	bone remodeling trait	http://purl.obolibrary.org/obo/OBA_VT0002998
VT0010143	nerve fiber quantity	http://purl.obolibrary.org/obo/OBA_VT0010143
VT0003713	ear rotation	http://purl.obolibrary.org/obo/OBA_VT0003713
VT0001317	pupil morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001317
VT0006274	urine sodium amount	http://purl.obolibrary.org/obo/OBA_VT0006274
VT0000511	intestinal mucosa morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000511
VT0005547	Muller cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005547
VT0000999	Golgi tendon organ morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000999
VT0010071	lymphatic system morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010071
VT0002674	sperm motility trait	http://purl.obolibrary.org/obo/OBA_VT0002674
VT0000182	blood flow trait	http://purl.obolibrary.org/obo/OBA_VT0000182
VT0010646	biceps femoris muscle mass	http://purl.obolibrary.org/obo/OBA_VT0010646
VT0002695	blood glucagon amount	http://purl.obolibrary.org/obo/OBA_VT0002695
VT0005022	immature B cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005022
VT0005007	bone mineral mass	http://purl.obolibrary.org/obo/OBA_VT0005007
VT0004290	stapes footpiece morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004290
VT0010002	mammary gland size trait	http://purl.obolibrary.org/obo/OBA_VT0010002
VT0010047	tendon physiology trait	http://purl.obolibrary.org/obo/OBA_VT0010047
VT0004163	adenophysis morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004163
VT0003402	liver mass	http://purl.obolibrary.org/obo/OBA_VT0003402
VT0010383	milk cholesterol amount	http://purl.obolibrary.org/obo/OBA_VT0010383
VT0000906	trigeminal V mesencephalic nucleus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000906
VT0005306	phalanx morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005306
VT0003856	hindlimb stylopod morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003856
VT0001119	female reproductive system morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001119
VT0005402	action potential trait	http://purl.obolibrary.org/obo/OBA_VT0005402
VT0001776	blood sodium amount	http://purl.obolibrary.org/obo/OBA_VT0001776
VT0000180	blood cholesterol amount	http://purl.obolibrary.org/obo/OBA_VT0000180
VT0008125	dendritic cell quantity	http://purl.obolibrary.org/obo/OBA_VT0008125
VT0002359	spleen germinal center morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002359
VT0007033	right ventricle mass	http://purl.obolibrary.org/obo/OBA_VT0007033
VT0001781	white adipose amount	http://purl.obolibrary.org/obo/OBA_VT0001781
VT0000165	hypertrophic chondrocyte zone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000165
VT0005271	lacrimal bone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005271
VT0004951	spleen mass	http://purl.obolibrary.org/obo/OBA_VT0004951
VT0003574	oviduct morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003574
VT0000385	hair follicle size trait	http://purl.obolibrary.org/obo/OBA_VT0000385
VT1000431	muscle indole amount	http://purl.obolibrary.org/obo/OBA_VT1000431
VT0002096	skin morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002096
VT0000768	common crus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000768
VT0003520	labia minora morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003520
VT0000481	intestinal cell quantity	http://purl.obolibrary.org/obo/OBA_VT0000481
VT0002362	spleen marginal zone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002362
VT0002753	left ventricle size trait	http://purl.obolibrary.org/obo/OBA_VT0002753
VT0006215	optic disc morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006215
VT0001322	iris morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001322
VT0005521	blood atrial natriuretic factor amount	http://purl.obolibrary.org/obo/OBA_VT0005521
VT0000574	foot pad morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000574
VT0004333	utricular macula morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004333
VT0003626	kidney medulla cell quantity	http://purl.obolibrary.org/obo/OBA_VT0003626
VT0004095	eyelash morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004095
VT0006032	ureteric bud morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006032
VT0015071	appendage morphology trait	http://purl.obolibrary.org/obo/OBA_VT0015071
VT0010240	reticulo-rumen morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010240
VT1000414	diaphragm mass	http://purl.obolibrary.org/obo/OBA_VT1000414
VT0002273	respiratory alveolar epithelial cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002273
VT1000294	egg quantity	http://purl.obolibrary.org/obo/OBA_VT1000294
VT0004268	optic stalk morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004268
